,c,iter#0,iter#1,iter#2,iter#3,iter#4,iter#5,iter#6,iter#7,iter#8,iter#9,iter#10,iter#11,iter#12,iter#13,iter#14,iter#15,iter#16,iter#17,iter#18,iter#19,iter#20,iter#21,iter#22,iter#23,iter#24,iter#25,iter#26,iter#27,iter#28,iter#29,iter#30,iter#31,iter#32,iter#33,iter#34,iter#35,iter#36,iter#37,iter#38,iter#39,iter#40,iter#41,iter#42,iter#43,iter#44,iter#45,iter#46,iter#47,iter#48,iter#49,iter#50,iter#51,iter#52,iter#53,iter#54,iter#55,iter#56,iter#57,iter#58,iter#59,iter#60,iter#61,iter#62,iter#63,iter#64,iter#65,iter#66,iter#67,iter#68,iter#69,iter#70,iter#71,iter#72,iter#73,iter#74,iter#75,iter#76,iter#77,iter#78,iter#79,iter#80,iter#81,iter#82,iter#83,iter#84,iter#85,iter#86,iter#87,iter#88,iter#89,iter#90,iter#91,iter#92,iter#93,iter#94,iter#95,iter#96,iter#97,iter#98,iter#99,iter#100
R^2,,0.9965750761184692,0.9969458500733511,0.9972465186340439,0.9974955739611909,0.9976760518463653,0.997841281039157,0.997989620364663,0.9981236715782729,0.9982394664539286,0.9983467427921734,0.9984326545103734,0.998510359686452,0.99858801098592,0.9986570905136318,0.998719711814683,0.9987773183818038,0.9988338003142235,0.9988820577241422,0.9989280059619725,0.9989742146042515,0.9990165426774928,0.9990553094968356,0.999092433436555,0.9991260006522725,0.9991554699505715,0.9991839320311507,0.9992137545165642,0.9992413789791115,0.9992667642623908,0.999290970296802,0.9993146410055577,0.9993360445262913,0.9993578864061847,0.9993770137195401,0.9993960684203992,0.9994132374746034,0.9994297495225704,0.9994468282180043,0.9994623039713496,0.9994763183162827,0.9994903737678549,0.9995033538644968,0.999516218407318,0.9995275379497158,0.9995384479427111,0.9995500768081309,0.999559675012457,0.9995694028199794,0.9995786814917937,0.9995872042250934,0.9995960467224908,0.9996042739103107,0.9996121793077958,0.9996203104673455,0.9996276315890475,0.9996346318668564,0.9996411877992653,0.9996480423299606,0.999654718762541,0.9996610246012878,0.9996666307161244,0.9996728284066096,0.9996779292173152,0.9996831529340613,0.9996882178249338,0.9996936868778333,0.9996986029964497,0.9997034825857288,0.9997084533617193,0.9997127313921818,0.9997168610998274,0.9997207429035655,0.9997254090118957,0.9997291869667582,0.9997333954817851,0.9997371273530842,0.9997416059584265,0.9997451931635654,0.9997481360184115,0.999751778334016,0.999754819836229,0.9997578966610315,0.9997607792462386,0.9997633258476721,0.9997660006807834,0.9997686255546283,0.999771365998559,0.9997741641671405,0.9997766462644548,0.9997792365811724,0.9997813702735691,0.9997833981797203,0.9997854662517789,0.9997872412503908,0.9997896540719124,0.9997916183548814,0.9997933798967604,0.9997952516064091,0.999797384835342,0.999799598987957,0.9998015215666001
0,0.9031903182392393,0.07921656380758908,0.0784278516542543,0.07837700087431794,0.07778575413393382,0.07720468561273992,0.07671379217297994,0.07756867776232201,0.07700601124107202,0.07653066602303035,0.07593651494177263,0.07550865550882338,0.07515392498712323,0.07442106953375759,0.0735964552177405,0.07325020212691699,0.0729727779036469,0.07277686264864544,0.07255012056787877,0.07216146444640527,0.07191965402902044,0.07162540361447683,0.07150935817686728,0.07126923345322551,0.07102189778349273,0.07091651321876635,0.0708151777301023,0.07072955910626912,0.07035031317367349,0.07014494244715774,0.06979271304978862,0.06968216973787969,0.06947166466670864,0.06929150725555223,0.06910666822581353,0.06898850949255982,0.06874709689530506,0.06853845810444593,0.06837743658937458,0.0684428954682113,0.06826342022137442,0.06809190861156221,0.06797943767388655,0.06780068542661158,0.06766316999005012,0.06762843406969192,0.06751051642326995,0.06740449653815539,0.0672210878699726,0.0670915344280308,0.06708106273347589,0.06689410819772816,0.06666487710350602,0.0666674903421222,0.06655518710112368,0.06647907044443707,0.06645646665097098,0.06641027337964867,0.06621468802128522,0.06617232063008195,0.06613306194690542,0.06594242707004551,0.06570379463942319,0.06551942804706935,0.06535096884911648,0.06522774555469812,0.0650627863806389,0.0649637813851423,0.06486973039086497,0.06485119871352321,0.06473001313876454,0.0646642196875511,0.06457401727466869,0.06454417045726989,0.06447933145513589,0.06440067811301951,0.06430798255030713,0.0642671492754611,0.06415699809328257,0.06409938930850326,0.06399565399133779,0.06391735194616509,0.06393261514287055,0.06383687201997483,0.06378705290236726,0.06372607037633364,0.06365914073061212,0.0636079976929501,0.06353226109155373,0.06369810707491325,0.06357641795717914,0.06350553059882062,0.0634357600769026,0.06341504934832984,0.0633209544645239,0.06329963978976351,0.06323455271054687,0.06322639382552646,0.06319151391561575,0.06312652075787417,0.06308454338801965,0.06302848178055058
1,0.8917594177520163,0.16136450125598045,0.1585565549226555,0.15314980617331025,0.15219725127030082,0.15013530143602066,0.14663252199550394,0.14492489045554943,0.14236030606516614,0.1402925139235455,0.13896714177327726,0.1374635575726272,0.1358098444748888,0.135244364906166,0.13461412232661232,0.13377285957683743,0.13226456502947476,0.1308792313766639,0.13005636945490665,0.12866634176834568,0.12789095866614186,0.12726109714320957,0.1259126153631441,0.12485038963364742,0.12387932730761224,0.12299196002291989,0.12179921482664591,0.12031008915293408,0.11937028881645206,0.11840150600106143,0.11740609719170243,0.11659816478885875,0.11551479537601207,0.11486251549622921,0.11406863900734526,0.11350795192954057,0.11274041025271084,0.11210075927405955,0.11129128034955574,0.11081952253221851,0.11018036560823613,0.10959473484136517,0.109146325328941,0.10864919543990079,0.10810816021149176,0.10762069261156623,0.10684443928148242,0.10636320535425883,0.10588720988667621,0.10543945554173943,0.10508921291466845,0.10455128425417891,0.10429046530005323,0.10390848101667689,0.10355033244073439,0.10310963453428294,0.10262562552271662,0.10240181130227119,0.10234280896435727,0.10198043522496462,0.10164553608341023,0.10126645217384807,0.10115672044282716,0.1012526013777898,0.10100510251525957,0.10067784640212785,0.10035386934192644,0.10009268423767011,0.09975105377926781,0.09944087474791444,0.099294244788055,0.09898353004286092,0.09872317647830227,0.09829796088987312,0.09797884840925558,0.09786651221968484,0.09762033681306188,0.09727323289877268,0.09685640032333773,0.09656268609845012,0.09638685872828195,0.09617401150017647,0.09592764089135693,0.095762336071615,0.09568783863293957,0.09545082404761283,0.09535551412492486,0.09503996828976151,0.09480947302527187,0.09463313354494797,0.09440343438366203,0.0942217010443873,0.09409791069838648,0.09377882929565169,0.09369392572987266,0.09330409172722973,0.09306820384821118,0.09294925388835489,0.09275352277997145,0.09257629000866649,0.0922483898459052,0.09213074524816942
2,0.8803863224757442,0.23573062084214216,0.22820224416284304,0.2213803911807735,0.21288800324590776,0.2041636673404494,0.1995205146558637,0.1947953565308211,0.1887092615488086,0.1851145012341109,0.1806379499821024,0.1772134532419261,0.1741233539846969,0.1718310327129524,0.16960170777363223,0.16693349210403488,0.16458859095556394,0.16176751699455774,0.15979107175918367,0.15760174681803443,0.1558195012562798,0.15409153652899307,0.15214600655969682,0.14987687842695763,0.1481607532476177,0.14667355355331102,0.1452488216407288,0.14392798231638249,0.14249840978130332,0.14090750667669047,0.13866235952856767,0.1371458860580537,0.1366200551909134,0.13540458037250633,0.1343307518036543,0.13332541018091892,0.13234367807869293,0.1311626241173031,0.1300324568871004,0.12892987917837834,0.12800485191796804,0.1270521851207276,0.1260235751109569,0.12517536143130392,0.12445688188185604,0.12361470532949609,0.12267527703059847,0.12186918838206287,0.12101154267171223,0.12023674650792272,0.11965378744515484,0.11871871845504321,0.11816707037442224,0.1175014755992956,0.11677959937090081,0.11616134479312894,0.11578460543597525,0.11549178688840102,0.11482771438209287,0.11435690997954395,0.11368898775906991,0.11304591079580698,0.1123341188923905,0.11148237122037236,0.11097094121876326,0.11048917369142014,0.10992203112705717,0.10943704321648338,0.1089803738664204,0.10849028100400897,0.1081270477528444,0.10767536596048331,0.10724004559851322,0.1068994367812798,0.10637271139255523,0.10588417802196891,0.10553227311086996,0.10484424889040732,0.10457585064631751,0.10427069973826159,0.10391716938570761,0.10357232822020569,0.10318329778137703,0.1029147295700271,0.10256845249075265,0.10227769556613771,0.10193826882063338,0.10160457960717545,0.10121227676049299,0.1008287308796938,0.10050902967659775,0.10031329464643028,0.10024463419430932,0.1000747560000314,0.09991582502778439,0.09968129152786051,0.09941934785139128,0.09919272907637253,0.09893013861427633,0.09856068454077752,0.09826974891623891,0.09784908345183516
3,0.8690287843534694,0.29361348644644114,0.2821785418558551,0.26883860168997054,0.25695998721203256,0.24970319902252658,0.24247820760324829,0.23487836293692485,0.227449003992498,0.21995019140580613,0.21436825312675323,0.20840489709877533,0.203510891932798,0.19757820416082658,0.1935710184313799,0.18889251144582922,0.18579990647937542,0.1823051068650741,0.17919167713938045,0.17591781062920087,0.1725080348895997,0.168762891475652,0.16626526227199007,0.16366715371601118,0.16093497089507242,0.15878379502794723,0.15670781891955393,0.1540295383218572,0.1520047554478784,0.15025111550105627,0.1491212955288975,0.14709461645129715,0.1453329023793562,0.1432056739312615,0.1413614858504008,0.13981957408166443,0.1383541396222931,0.13686492825559282,0.13530873099302698,0.13371969720616936,0.13266347575061138,0.13142450943950224,0.13018077591639482,0.12893927329541585,0.12780097877568358,0.12656057184616376,0.12558229954157785,0.12447853833980324,0.12354006299161331,0.12254140525605492,0.12135962543931716,0.12034787358252444,0.11938427484019716,0.11864193308620163,0.11764087708591292,0.11685155865837929,0.11596475175215519,0.11505110799594759,0.11426395419590034,0.11347159941273953,0.11267828888275042,0.11208546936751772,0.11149749903419062,0.11117657439222581,0.11048274090814461,0.10981422907625671,0.10909452885206165,0.10843201425172443,0.10775864833516194,0.10709696263861287,0.10646692679697771,0.10590504148477442,0.10543077747446533,0.1050078962715652,0.1046678511773868,0.10408706392579217,0.10352448268822768,0.10307761175737983,0.10256505385552885,0.10207295103447235,0.10155563830231451,0.10113613102508548,0.10065045476280152,0.10035348557554692,0.09996829621552908,0.09961677185908707,0.09921961811539276,0.09879630608162955,0.09823806721282954,0.09775346078509992,0.09734604732073003,0.09695596812519117,0.09651280237286537,0.0962479376274679,0.09599468836299596,0.09561053176284,0.09533392254159276,0.09503100285988623,0.09469438373663998,0.0943642706451862,0.09396324751760096,0.09363433324491897
4,0.8576452627755276,0.3452836388993666,0.32429791873572184,0.30747361627804254,0.2953530651889571,0.286892759554986,0.2753208265165551,0.26645419202313414,0.2579730094232492,0.2503659136054916,0.2417322126956311,0.2374528058691343,0.23333067807162827,0.22724285014587017,0.22333606095158465,0.2183348123712189,0.21332319988630372,0.2093073505185044,0.20501942047826857,0.2016111283196576,0.1971069603114267,0.19395515701846547,0.19040955978750845,0.18770191847924164,0.18464103762080358,0.18202704092539873,0.17935957767883765,0.1762566736309076,0.17355782215282692,0.17116188078119962,0.16874862153002995,0.16646589113735,0.1642266091824079,0.16220185650734043,0.1600383678312797,0.1579189596995068,0.15592315738752507,0.15430299968199593,0.1524381477046613,0.15076743674042822,0.14883093399903025,0.14703115893675112,0.14560944329327777,0.14415025153243097,0.14284264584495207,0.14159387472897572,0.14001109907946646,0.13876236864902358,0.13769366930720606,0.13649472863750425,0.13553373392914875,0.13442333296095868,0.13336782020730675,0.13220221950987723,0.13118669782927847,0.1302248098941646,0.12918992864922102,0.12826856338473028,0.12720174526267958,0.12596862635565118,0.12502735702999818,0.12427456233682775,0.1232108679053575,0.12244990456706963,0.12160371118527892,0.12089809714830405,0.12009836078537015,0.11928931159203114,0.11847541830574533,0.11758305816863625,0.11670573429619155,0.11603287044461595,0.11538600651867739,0.11434958947256757,0.11364912180150648,0.1128555623660587,0.11219170695134635,0.11132378602027487,0.11063224902010833,0.11017312538482729,0.10945356423628994,0.10888545169605175,0.10827762699989407,0.10745867152694313,0.1069365426898571,0.10635982481354098,0.1057744911477105,0.10523067824261723,0.1047076130575349,0.10428926198200385,0.10379123854711333,0.10336506780251455,0.1029562466931283,0.10258550595716966,0.102151058845669,0.10166597043233784,0.10128705627027457,0.10094268624682445,0.10052723204831047,0.10001495516273266,0.09959258792685481,0.09924284191973444
5,0.8462756160217988,0.39170579800905136,0.36839292633031323,0.3508434561001813,0.3320785764385788,0.3196358894439584,0.3074204002947405,0.29509491813987737,0.2847967388513926,0.27521923121090464,0.26656187244170115,0.2590478628103707,0.25194058749340936,0.24526046154607234,0.23755103733459695,0.23220441552112542,0.227086917720091,0.22205712472024647,0.2176588087790254,0.21365910155951112,0.20984171665867693,0.2060658229829232,0.20299124694996667,0.19979549581981534,0.19668370930027748,0.1934688686284397,0.190779825670277,0.18862054344394913,0.186164193974761,0.18388570045496114,0.18191787922194558,0.18004361493570908,0.17798696107870113,0.17574378209177102,0.17387460314890266,0.17205466740728623,0.17056198935544742,0.1688671193951917,0.1670962210787028,0.1656716957525027,0.16427977539937758,0.1627799223413054,0.16146262174633105,0.160118274030648,0.1587821723714964,0.15741080605066984,0.156274700589856,0.15523597922903234,0.15395851729000393,0.1530407936616714,0.15196253114685096,0.15095781668298958,0.14997043820878794,0.1490296876470318,0.14805399441497605,0.14707912205024826,0.14631595610374085,0.1454340211036948,0.14465626254494965,0.14385704470150537,0.14312370113909903,0.14237230037413542,0.14154361911054542,0.14065043491952037,0.13999493363750995,0.13927030783793215,0.13850623705588863,0.13785019839359197,0.13722661487029097,0.13664854330844722,0.1361663840534474,0.13570519091533284,0.1351797417350739,0.13438715559332196,0.1338420507468487,0.1333449545022344,0.13286836597115093,0.13219761568184787,0.13171944427806015,0.1312503688844524,0.13056880343334878,0.13011456750128747,0.1296766439929771,0.1292957115648799,0.1288588075158456,0.12837893045916787,0.1280279417443641,0.12767282496780644,0.12737699915401518,0.12690930496037567,0.12652265574287583,0.12621782165938455,0.1258459540796853,0.12545318699740124,0.1250296330704326,0.12466192824471312,0.1243663368777198,0.1240344026811411,0.12379608977061565,0.1235134517319315,0.12317063806523565,0.12286329783228306
6,0.8349196855536302,0.4332474348058445,0.4112078537500348,0.39135742264399864,0.3733380587321568,0.3587480757203942,0.34682164961543394,0.3330703993249709,0.32307029994274494,0.31417002911580516,0.30640297036656633,0.2988882887609368,0.29184677300356104,0.28578633992783004,0.27912394351122377,0.2745279891948117,0.26957735976686065,0.2641201524449032,0.2600637702987628,0.256591861202311,0.2526819412622816,0.24863106682230368,0.2448108594607928,0.24030538894675557,0.23742385266101987,0.23467420251909907,0.23188289438395956,0.22889872822841695,0.22588882892914347,0.2232275601962477,0.22059272702758262,0.2180932492450617,0.21579893180814233,0.21350268608030176,0.21210416321842332,0.20969415541003492,0.20809281578110897,0.20611525999288904,0.20440891308828782,0.20256822261682939,0.20088204516390154,0.19941514796739224,0.19771836966243744,0.19618224673019838,0.19497427099568543,0.1939388795108329,0.19278423902743158,0.19202761381567932,0.1909730200885173,0.1899483303712283,0.18884601589300246,0.18780548653604306,0.18665102228025965,0.18576184036111895,0.1846788287145664,0.18366104341188336,0.18290007008325637,0.1819681835840862,0.1812898529094517,0.18059765810142392,0.17995122460898857,0.17953261999863276,0.1788477526255396,0.17823007547510275,0.1776053677741655,0.17705990627278273,0.1762620029892943,0.17564570185299788,0.17511750160257827,0.1745978770502404,0.17411130495139673,0.1736464770772865,0.17315534834912108,0.17270094385021492,0.1722574708095196,0.17163589442115776,0.171166735574146,0.17044222207270235,0.17009975859470317,0.16977191176186252,0.16940009624740046,0.169052218218827,0.16878490076895003,0.16851182693620836,0.16843115797436162,0.16824303140695773,0.16797660114071808,0.167760878260042,0.1676032164066586,0.16734538538644278,0.16705265345198314,0.1667765068784701,0.166548741053799,0.1662737001345239,0.16618413284766373,0.16595733125532483,0.16578894429140148,0.1655740602393058,0.1652787075979957,0.16516327007054935,0.16487396981194327,0.16464155629315563
7,0.8235641133130641,0.471072769018915,0.4510739302436088,0.43321728623169264,0.4185002300595339,0.40579049901131414,0.3950011103228341,0.3858220902085511,0.37730408724769027,0.3687193204108289,0.360666488886217,0.3543054828813754,0.3491752219503682,0.34433394996613137,0.33925471407804547,0.33592798245980304,0.3319749825259557,0.3280256688665483,0.3240851122931267,0.3211381388405202,0.31755763635801304,0.3144421691291833,0.3115259539430502,0.30889929621646434,0.306600202215697,0.30455322887882347,0.3027747821141042,0.3004560712086116,0.29855714066544725,0.2968595737354092,0.2949945219554673,0.2937113894567551,0.2921467900824784,0.2898770401696957,0.2887275014980006,0.28737330023101587,0.2862025602062065,0.28524681786077094,0.2844792139215174,0.28308364408193815,0.28268667803075803,0.2818834976094309,0.2807674467652254,0.28006401713161005,0.2790232895547054,0.2783395830157195,0.27708427509947925,0.27622671836938306,0.27544174529496607,0.27480372157042854,0.27418511036391224,0.2737755187816651,0.2732872849415426,0.27301301544420636,0.2726350254468188,0.2721447073937629,0.27152569251588593,0.2710084561421668,0.27040928187250374,0.2702561187304023,0.26965560476212835,0.2693007300695463,0.26894979829130944,0.26833301662063946,0.26805288103101194,0.2678512939006358,0.2674941175597769,0.2672488528417468,0.26686190058807296,0.26646790337618365,0.26656469127795673,0.2663160027929123,0.2659976375541537,0.26603767932427286,0.2659072347020879,0.2654335390143743,0.26520360620994743,0.2647314798145148,0.2645204034191685,0.26436305201441984,0.2642751445430464,0.2641669057070107,0.26400795712777486,0.2641696389421481,0.26386465273690235,0.2635302256021477,0.2634590422044604,0.26326290600587693,0.26323425969707914,0.26320485725201914,0.26306777346030935,0.26297225878988073,0.26278062916811973,0.2628313103875528,0.262634439770794,0.26252734340984996,0.26254149951637223,0.2623833161901635,0.2623583945023303,0.26242683402098804,0.2626120298037871,0.26253599689475415
8,0.8122221092582664,0.504856555624922,0.4892550211616609,0.4780709038466008,0.46848379709676047,0.459873083508367,0.45187420743973095,0.4445715091605407,0.43913390751968917,0.4344390598979918,0.4296515313175065,0.42676975071392825,0.42323530464486087,0.4194271816042243,0.4168269916286949,0.4143476017486976,0.41144325504275026,0.40937922057936355,0.4074816017552584,0.40582874943804803,0.4035582862384774,0.40252279823900555,0.4010887786124611,0.39897681808758023,0.3972214777690546,0.3952233337531266,0.39428811555141885,0.39391650743037776,0.39293124210381813,0.39224344899298175,0.39168713202191047,0.3902172653088383,0.3897003676161405,0.38889412516220784,0.3884747385626096,0.3865880500660683,0.3862223046155686,0.3864730252658491,0.3862436053166762,0.38597154122485516,0.38552960258005536,0.3859417843267257,0.38592329219412214,0.3856612769251569,0.3856418960892519,0.3858711400863222,0.3855391519671997,0.38508737477261507,0.38537538085402573,0.3851871705260859,0.38491288741579865,0.3851647015850875,0.38536197508597847,0.38550071704734157,0.3858601023200432,0.3856676312657156,0.3857656994398048,0.38580781755008237,0.3860521310597089,0.3860689035165377,0.3861116051731166,0.3864513819850899,0.3865843568176635,0.3865401285456452,0.387065798593893,0.38702593383108835,0.387240475692467,0.3875027934808833,0.387876874289362,0.3880064024447461,0.3880335166096274,0.3885036185123456,0.38876344656499146,0.389203743873845,0.38932896463362016,0.38972635109021514,0.3899024101402203,0.39006088202209094,0.39026768230211645,0.3903614560292158,0.39077197126285884,0.39116855570849834,0.3914565446814958,0.39181591538492805,0.3923239382653857,0.3927740905460218,0.3931659810535656,0.3936759506104684,0.3939228756433778,0.3943059225721961,0.39456697239846994,0.3947246912407838,0.395195077332526,0.39623567722828434,0.39585331471171525,0.3965103907669383,0.39697373592557333,0.3968223395243646,0.39669235693965305,0.3969635197767194,0.3976237832613248,0.39809209937897533
9,0.800866955204462,0.5351949415497163,0.5233172288720886,0.5148615895341504,0.5057223873648673,0.5041160306526037,0.49919955209861977,0.49487588301939595,0.4915823704601891,0.4902171725377829,0.4882292980371297,0.4869898537224516,0.4867484013081175,0.4848100472091081,0.48410463007360705,0.48327131852516897,0.4811311221841901,0.48138059806289446,0.48143794622170344,0.4807566926900845,0.48132772076913594,0.4808375620171597,0.48191296140023476,0.4821741206479777,0.48205733079603763,0.482417115487819,0.4826030472840619,0.48352808933148567,0.4844504778447745,0.4849869906425712,0.48685119329035353,0.48723601193214816,0.4872621092963442,0.4885716213601871,0.48920199921843355,0.489484355437367,0.4883981560392837,0.48898826395990763,0.48960034740740305,0.4903731383356607,0.4915783612768365,0.49233973839084066,0.4934813195678834,0.49407600087371717,0.49460811576786246,0.4952238893892518,0.4962909053761894,0.49703277106633637,0.49813766064141135,0.4991392984646533,0.4994230553333825,0.5003559548248386,0.5014212082254591,0.5026259434594765,0.5031577350604031,0.5036287792848432,0.5046367200007574,0.5057799127029297,0.5069919290179422,0.5076245896635245,0.5083511869452697,0.5094653686495463,0.510317142000505,0.5111337271159675,0.5120822936991508,0.5129737990917507,0.5137635610287263,0.5145398526107897,0.515241580429564,0.5166145895749502,0.5176316698690681,0.5185863874821051,0.5196557051194747,0.520437875098452,0.5210774356351691,0.5223619952758339,0.5232338168463151,0.5240925638925538,0.5251784015851639,0.5255456448366345,0.5262318749278353,0.5272092395256744,0.5276268682494988,0.5278601306439842,0.5285338045302271,0.5292496921726985,0.5294992759611451,0.5306214741754063,0.5312742223255861,0.5320577536465566,0.5325973951180588,0.5334082837829109,0.5342531959670752,0.5352540165898646,0.536014345931469,0.5366967023212226,0.5378426739722695,0.5393622302728425,0.5399572490828821,0.5405035966199931,0.541352982647902,0.5417486433148004
10,0.789511822149336,0.5613684489804796,0.5508182922824088,0.5461258439973873,0.5423120610321771,0.538601271442263,0.5364386842238295,0.5344850002576271,0.5341037700673054,0.5346715053474589,0.5347716053547636,0.5347227161692473,0.5356362677707062,0.5371206550488381,0.5391215252924507,0.5404029792892525,0.541865351052153,0.5427452883231766,0.5432881552670223,0.5454197647348301,0.5463604701689612,0.5475512526526228,0.5493226401491046,0.5511534511377872,0.5517220598446827,0.5538256070215434,0.554617439848583,0.5558847846361209,0.5574758091859269,0.5600539473467552,0.5631847539852979,0.5657298670893603,0.5674918921661384,0.5689058402850412,0.5709803949231826,0.5731426855468362,0.5757247479565117,0.5771240031327894,0.5787224221388967,0.5820183480726452,0.5841305324210313,0.585296311306623,0.586632712974406,0.5890057608155151,0.5903576721422712,0.5920029305695771,0.5938636187836884,0.5945638765495135,0.596598027677932,0.5978040211636356,0.5991647771932725,0.6003010467526079,0.6021505166126917,0.6040938004566585,0.6050891720525323,0.6067702752837117,0.6084637293231553,0.6095037610612413,0.6105219950810628,0.6116035489883639,0.6126446646450315,0.6141264974340197,0.6151457920968503,0.6172477930538361,0.618138631689664,0.6196595798877991,0.6201727322855606,0.6212887393925867,0.6223614442336061,0.623522940436314,0.6246662550642227,0.6256553844036745,0.6267245812649587,0.6273351692825586,0.6287696093552883,0.6298131918058275,0.6311400435707007,0.6320501992510329,0.6333280766602868,0.6344693304911776,0.6359552673821688,0.6370774815052311,0.6377150907720252,0.6386686589398671,0.6395834550399395,0.6403266364858812,0.6414947249291281,0.6420384464055054,0.643113489075785,0.643851344273654,0.6448299507803252,0.6454869083891096,0.6454880774310998,0.6462723959908306,0.6470744641188815,0.6482883232355285,0.6493590764132455,0.6499982754538369,0.6508181819922573,0.651528307838453,0.6521586358454963,0.6524732604206456
